year,subject_name,question_html,option_a,option_b,option_c,option_d,correct_option
2024,Current Affairs, <p>Which of the following statements about the Ethics Committee in the Lok Sabha are correct?</p><p>1. Initially it was an ad-hoc Committee.</p><p>2. Only a Member of the Lok Sabha can make a complaint relating to unethical conduct of a member of the Lok Sabha.</p><p>3. This Committee cannot take up any matter which is sub-judice.</p><p>Select the correct answer using the code given below :</p>,(a) 1 and 2 only,(b) 2 and 3 only,(c) 1 and 3 only,"(d) 1, 2 and 3",c
2024,Polity and Governance,<p>Who was the Provisional President of the Constituent Assembly before Dr. Rajendra Prasad took over ?</p>,(a) C. Rajagopalachari,(b) Dr. B.R. Ambedkar,(c) T.T. Krishnamachari,(d) Dr. Sachchidananda Sinha,d
2024,History of Modern India,"         <p>With reference to the Government of India Act, 1935, consider the following statements :</p><p>1. It provided for the establishment of an All India Federation based on the union of the British Indian Provinces and Princely States.</p><p>2. Defence and Foreign Affairs were kept under the control of the federal legislature.</p><p>Which of the statements given above is/are correct ?</p>
      ",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,a
2024,Art and Culture, <p>Which one of the following is a work attributed to playwright Bhasa ?</p>,(a)Kavyalankara,(b)Natyashastra,(c)Madhyama-vyayoga,(d)Mahabhashya,c
2024,Art and Culture," <p>Sanghabhuti, an Indian Buddhist monk, who travelled to China at the end of the fourth century AD, was the author of a commentary on :</p>",(a)Prajnaparamita Sutra,(b)Visuddhimagga,(c)Sarvastivada Vinaya,(d)Lalitavistara,c
2024,Current Affairs, <p>Consider the following properties included in the World Heritage List released by UNESCO :</p><p>1. Shantiniketan</p><p>2. Rani-ki-Vav</p><p>3. Sacred Ensembles of the Hoysalas</p><p>4. Mahabodhi Temple Complex at Bodhgaya</p><p>How many of the above properties were included in 2023 ?</p>,(a) Only one,(b) Only two,(c) Only three,(d) All four,b
2024,Polity and Governance,"<p>As per Article 368 of the Constitution of India, the Parliament may amend any provision of the Constitution by way of :</p><p>1. Addition</p><p>2. Variation</p><p>3. Repeal</p><p>Select the correct answer using the code given below :</p>",1 and 2 only,2 and 3 only,2 and 3 only,"1, 2 and 3",d
2024,Geography,"         <p>Consider the following countries :</p><p>1. Italy</p><p>2. Japan</p><p>3. Nigeria</p><p>4. South Korea</p><p>5. South Africa</p><p>Which of the above countries are frequently mentioned in the media for their low birth rates, or ageing population of declining population ?</p>
      ","(a) 1, 2 and 4","(b) 1, 3 and 5",(c) 2 and 4 only,(d) 3 and 5 only,a
2024,Polity and Governance,"         <p>Which of the following statements are correct in respect of a Money Bill in the Parliament?</p><p>1. Article 109 mentions special procedure in respect of Money Bills.</p><p>2. A Money Bill shall not be introduced in the Council of States.</p><p>3. The Rajya Sabha can either approve the Bill or suggest changes but cannot reject it.</p><p>4. Amendment to a Money Bill suggested by the Rajya Sabha have to be accepted by the Lok Sabha.</p><p>Select the correct answer using the code given below :</p>
      ",(a) 1 and 2 only,(b) 2 and 3 only,"(c) 1, 2 and 3","(d) 1, 3 and 4",c
2024,Current Affairs," <p>Which of the following is/are correctly matched in terms of equivalent rank in the three services of Indian Defence forces ?</p><p>     Army  :         Airforce :            Navy</p><p>1. Brigadier : Air Commodore : Commander</p><p>2. Major General : Air Vice Marshal : Vice Admiral</p><p>3. Major Squadron Leader : Lieutenant Commander</p><p>4. Lieutenant Colonel : Group Captain : Captain</p><p>Select the correct answer using the code given below :</p><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" id=""mceResizeHandlenw"" style=""cursor: nw-resize; margin: 0px; padding: 0px; left: -5px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1387px; top: 25px;"" id=""mceResizeHandlene"" style=""cursor: ne-resize; margin: 0px; padding: 0px; left: 1387px; top: 25px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1387px; top: 110px;"" id=""mceResizeHandlese"" style=""cursor: se-resize; margin: 0px; padding: 0px; left: 1387px; top: 110px;"" unselectable=""true""></div><div class=""mce-resizehandle"" data-mce-bogus=""all"" data-mce-style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110px;"" id=""mceResizeHandlesw"" style=""cursor: sw-resize; margin: 0px; padding: 0px; left: -5px; top: 110px;"" unselectable=""true""></div>",(a) 1 and 4,(b) 1 and 3,"(c) 2, 3 and 4",(d) 3 only,d
2024,Polity and Governance,"         <p>The North Eastern Council (NEC) was established by the North Eastern Council Act, 1971. Subsequent to the amendment of NEC Act in 2002, the Council comprises which of the following members ?</p><p>1. Governor of the Constituent State</p><p>2. Chief Minister of the Constituent State</p><p>3. Three Members to be nominated by the President of India</p><p>4. The Home Minister of India</p><p>Select the correct answer using the code given below :</p>
      ","(a) 1, 2 and 3 only","(b) 1, 3 and 4 only",(c) 2 and 4 only,"(d) 1, 2, 3 and 4",a
2024,Current Affairs, <p>Consider the following statements regarding ‘Nari Shakti Vandan Adhiniyam’ :</p><p>1. Provisions will come into effect from the 18th Lok Sabha.</p><p>2. This will be in force for 15 years after becoming an Act.</p><p>3. There are provisions for the reservation of seats for Scheduled Castes Women within the quota reserved for the Scheduled Castes.</p><p>Which of the statements given above are correct ?</p>,"(a) 1, 2 and 3",(b) 1 and 2 only,(c) 2 and 3 only,(d) 1 and 3 only,c
2024,Current Affairs, <p>Which of the following statements about ‘Exercise Mitra Shakti-2023’ are correct?</p><p>1. This was a joint military exercise between India and Bangladesh.</p><p>2. It commenced in Aundh (Pune).</p><p>3. Joint response during counter-terrorism operations was a goal of this operation.</p><p>4. Indian Air Force was a part of this exercise.</p><p>Select the correct answer using the code given below :</p>,"(a) 1, 2 and 3","(b) 1, 2 and 4","(c) 1, 3 and 4","(d) 2, 3 and 4",d
2024,Polity and Governance,"         <p>A Writ of Prohibition is an order issued by the Supreme Court or High Courts to :</p>
      ",(a) a government officer prohibiting him from taking a particular action.,(b) the Parliament/ Legislative Assembly to pass a law on Prohibition.,(c) the lower court prohibiting continuation of proceedings in a case.,(d) the Government prohibiting it from following an unconstitutional policy.,c
2024,Polity and Governance,"         <p>Consider the following statements : </p><p>1. It is the Governor of the State who recognizes and declares any community of that State as a Scheduled Tribe.</p><p>2. A community declared as a Scheduled Tribe in a State need not to be so in another State.</p><p>Which of the statements given above is/are correct ?</p>
      ",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 2 nor 2,b
2024,Polity and Governance,"         <p>With reference to Union Budget, consider the following statements :</p><p>1. The Union Finance Minister on behalf of the Prime Minister lays the Annual Financial Statement before both the Houses of Parliament.</p><p>2. At the Union level, no demand for a grant can be made except on the recommendation of the President of India.</p><p>Which of the statements given above is/are correct ?</p>
      ",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,b
2024,Current Affairs, <p>Who of the following is the author of the books “The India Way” and “Why Bharat Matters”?</p>,(a) Bhupendra Yadav,(b) Nalin Mehta,(c) Shashi Tharoor,(d) Subrahmanyam Jaishankar,d
2024,Current Affairs, <p>Consider the following pairs :</p><p><em><strong>Country Reason for being in the news</strong></em></p><p>1. Argentina Worst economic crisis</p><p>2. Sudan War between the country’s regular and paramilitary forces</p><p>3. Turkey Rescinded its membership of NATO</p><p>How many of the pairs given above are correctly matched?</p>,(a) Only one pair,(b) Only two pairs,(c) All three pairs,(d) None of the pairs,b
2024,Current Affairs, <p>Consider the following statements :</p><p>Statement-I :</p><p>Sumed pipeline is a strategic route for Persian Gulf oil and natural gas shipments to Europe.</p><p>Statement-II :</p><p>Sumed pipeline connects the Red Sea with the Mediterranean Sea.</p><p>Which one of the following is correct in respect of the above statements ?</p>,"(a) Both Statement-I and Statement-II are correct and Statement-II explains Statement-IBoth Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I","(b) Both Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I","(c) Statement-I is correct, but Statement-II is incorrect","(d) Statement-I is incorrect, but Statement-II is correct",a
2024,Geography,"         <p>Consider the following statements :</p><p>1. The Red Sea receives very little precipitation in any form.</p><p>2. No water enters the Red Sea from rivers.</p><p>Which of the statements given above is/are correct ?</p>
      ",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,a
2024,Current Affairs," <p>According to the Environmental Protection Agency (EPA), which one of the following is the largest source of sulphur dioxide emissions ?</p>",(a) Locomotives using fossil fuels,(b) Ships using fossil fuels,(c) Extraction of metals from ores,(d) Power plants using fossil fuels,d
2024,Current Affairs," <p>Consider the following statements :</p><p>Statement-I :</p><p>If the United States of America (USA) were to default on its debt, holders of US Treasury Bonds will not be able to exercise their claims to receive payment.</p><p>Statement-II :</p><p>The USA Government debt is not backed by any hard assets, but only by the faith of the Government.</p><p>Which one of the following is correct in respect of the above statements ?</p>","(a) Both Statement-I and Statement-II are correct and Statement-II explains Statement-IBoth Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I","(b) Both Statement-I and Statement-II are correct, but Statement-II does not explain Statement-I","(c) Statement-I is correct, but Statement-II is incorrect","(d) Statement-I is incorrect, but Statement-II is correct",a
